smiles,temperature,ionic
F[P-](F)(F)(F)(F)F.[Li+]<sep>12.46147<sep>O=C1OCCO1<sep>26.08346<sep>CC1COC(=O)O1<sep>22.4996<sep>CCOC(=O)OC<sep>29.41853<sep>O=P(OCC(F)(F)F)(OCC(F)(F)F)OCC(F)(F)F<sep>9.536938<sep>O<sep>0<sep>,10.0,3.499318
F[P-](F)(F)(F)(F)F.[Li+]<sep>12.26693<sep>CC1COC(=O)O1<sep>55.66362<sep>CCOC(=O)OCC<sep>32.06945<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,39.3,3.942157
F[B-](F)(F)F.[Li+]<sep>4.261172<sep>CC1COC(=O)O1<sep>78.72944<sep>CCOC(=O)OCC<sep>17.00938<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-19.8,3.034019
F[B-](F)(F)F.[Li+]<sep>9.848575<sep>CC1COC(=O)O1<sep>39.25957<sep>CCOC(=O)OCC<sep>50.89185<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-0.2,3.134244
F[P-](F)(F)(F)(F)F.[Li+]<sep>3.883753<sep>CC1COC(=O)O1<sep>96.11625<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-10.0,3.303844
F[B-](F)(F)F.[Li+]<sep>4.281524<sep>CC1COC(=O)O1<sep>78.71271<sep>CCOC(=O)OCC<sep>17.00577<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-0.2,3.30103
F[P-](F)(F)(F)(F)F.[Li+]<sep>2.722386<sep>CC1COC(=O)O1<sep>52.18212<sep>CCOC(=O)OCC<sep>45.09549<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,19.5,3.648236
F[B-](F)(F)F.[Li+]<sep>5.052396<sep>CC1COC(=O)O1<sep>69.28616<sep>CCOC(=O)OCC<sep>25.66144<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,20.0,3.477121
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>5.255982<sep>CC1COC(=O)O1<sep>25.58127<sep>C1COCCO1<sep>69.16275<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,39.3,4.077936
F[B-](F)(F)F.[Li+]<sep>5.936574<sep>CC1COC(=O)O1<sep>68.64095<sep>CCOC(=O)OCC<sep>25.42248<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,20.0,3.480725
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>3.467302<sep>CC1COC(=O)O1<sep>70.44285<sep>CCOC(=O)OCC<sep>26.08985<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-19.8,3.02154
F[B-](F)(F)OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F.[Li+]<sep>2.034301<sep>COCCOC<sep>97.9657<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,58.08748,3.850364
F[P-](F)(F)(F)(F)F.[Li+]<sep>6.613791<sep>CC1COC(=O)O1<sep>40.66827<sep>CCOC(=O)OCC<sep>52.71794<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,19.5,3.79141
N#Cc1nc(C(F)(F)F)[n-]c1C#N.[Li+]<sep>7.004854<sep>O=C1OCCO1<sep>47.02378<sep>COC(=O)OC<sep>45.97136<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,14.93151,3.792733
F[P-](F)(F)(F)(F)F.[Li+]<sep>5.463508<sep>CC1COC(=O)O1<sep>94.53649<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,49.2,3.991935
F[B-](F)(F)F.[Li+]<sep>17.2291<sep>CC1COC(=O)O1<sep>36.04547<sep>CCOC(=O)OCC<sep>46.72543<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-10.0,2.799045
F[P-](F)(F)(F)(F)F.[Li+]<sep>5.97527<sep>O=C1OCCO1<sep>29.34837<sep>CC1COC(=O)O1<sep>25.31591<sep>CCOC(=O)OC<sep>33.10089<sep>O=P(OCC(F)(F)F)(OCC(F)(F)F)OCC(F)(F)F<sep>6.259569<sep>O<sep>0<sep>,30.0,3.864461
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>3.779152<sep>CC1COC(=O)O1<sep>31.89867<sep>CCOC(=O)OCC<sep>64.32218<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-39.4,2.786925
F[P-](F)(F)(F)(F)F.[Li+]<sep>5.722825<sep>O=C1OCCO1<sep>31.70305<sep>CCOC(=O)OC<sep>62.57413<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-10.0,3.587764
F[P-](F)(F)(F)(F)F.[Li+]<sep>13.57616<sep>O=C1OCCO1<sep>42.06995<sep>CC1COC(=O)O1<sep>44.35389<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,49.2,3.911784
F[B-](F)(F)F.[Li+]<sep>2.626689<sep>CC1COC(=O)O1<sep>80.07354<sep>CCOC(=O)OCC<sep>17.29977<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,39.3,3.583577
F[B-](F)(F)F.[Li+]<sep>12.71759<sep>CC1COC(=O)O1<sep>63.69263<sep>CCOC(=O)OCC<sep>23.58978<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-19.8,2.794455
[Li+].[O-][Cl+3]([O-])([O-])[O-]<sep>7.840401<sep>CC1COC(=O)O1<sep>92.1596<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-16.6637,2.924138
F[B-](F)(F)F.[Li+]<sep>8.333239<sep>CC1COC(=O)O1<sep>30.38892<sep>CCOC(=O)OCC<sep>61.27784<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,9.7,3.11403
O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+]<sep>7.840401<sep>CC1COC(=O)O1<sep>92.1596<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-5.9875,3.234483
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>5.045275<sep>O=C1OCCO1<sep>41.39444<sep>CC1COC(=O)O1<sep>53.56028<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-10.0,2.959378
F[P-](F)(F)(F)(F)F.[Li+]<sep>5.946816<sep>CC1COC(=O)O1<sep>59.67351<sep>CCOC(=O)OCC<sep>34.37967<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-10.0,3.481156
F[B-](F)(F)F.[Li+]<sep>4.796607<sep>CC1COC(=O)O1<sep>31.56137<sep>CCOC(=O)OCC<sep>63.64203<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,9.7,3.03996
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>4.080151<sep>CC1COC(=O)O1<sep>95.91985<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,88.91183,4.033333
F[B-](F)(F)F.[Li+]<sep>16.56398<sep>CC1COC(=O)O1<sep>52.93729<sep>CCOC(=O)OCC<sep>30.49873<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,29.4,3.326231
F[P-](F)(F)(F)(F)F.[Li+]<sep>12.25532<sep>O=C1OCCO1<sep>29.50634<sep>CCOC(=O)OC<sep>58.23834<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,60.0,4.161568
F[B-](F)(F)F.[Li+]<sep>14.36107<sep>CC1COC(=O)O1<sep>37.29445<sep>CCOC(=O)OCC<sep>48.34448<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,39.3,3.401032
F[P-](F)(F)(F)(F)F.[Li+]<sep>13.08648<sep>O=C1OCCO1<sep>47.08473<sep>CCOC(=O)OC<sep>39.82878<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-10.0,3.306051
F[P-](F)(F)(F)(F)F.[Li+]<sep>15.17713<sep>O=C1OCCO1<sep>23.83186<sep>CC1COC(=O)O1<sep>20.55737<sep>CCOC(=O)OC<sep>26.87903<sep>O=P(OCC(F)(F)F)(OCC(F)(F)F)OCC(F)(F)F<sep>13.55461<sep>O<sep>0<sep>,20.0,3.499132
F[P-](F)(F)(F)(F)F.[Li+]<sep>7.371635<sep>CC1COC(=O)O1<sep>92.62836<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-39.4,2.376372
F[P-](F)(F)(F)(F)F.[Li+]<sep>5.886693<sep>CC1COC(=O)O1<sep>68.67735<sep>CCOC(=O)OCC<sep>25.43596<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,19.5,3.801918
F[B-](F)(F)F.[Li+]<sep>7.397697<sep>CC1COC(=O)O1<sep>76.15017<sep>CCOC(=O)OCC<sep>16.45214<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,29.4,3.58529
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>4.893941<sep>CC1COC(=O)O1<sep>60.34152<sep>CCOC(=O)OCC<sep>34.76453<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-29.5,2.891419
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>4.546813<sep>O=C1OCCO1<sep>31.68324<sep>CC1COC(=O)O1<sep>63.76994<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-0.2,3.228882
F[P-](F)(F)(F)(F)F.[Li+]<sep>13.23337<sep>O=C1OCCO1<sep>38.24266<sep>CCOC(=O)OC<sep>48.52397<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,60.0,4.173544
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>8.517291<sep>O=C1OCCO1<sep>30.36535<sep>CC1COC(=O)O1<sep>61.11736<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,29.4,3.573045
F[P-](F)(F)(F)(F)F.[Li+]<sep>5.758398<sep>O=C1OCCO1<sep>30.54581<sep>CC1COC(=O)O1<sep>26.34882<sep>CCOC(=O)OC<sep>34.45143<sep>O=P(OCC(F)(F)F)(OCC(F)(F)F)OCC(F)(F)F<sep>2.89554<sep>O<sep>0<sep>,60.0,4.11742
O=S(=O)(F)[N-]S(=O)(=O)F.[Li+]<sep>8.153572<sep>O=C1OCCO1<sep>36.69302<sep>CCOC(=O)OC<sep>55.15341<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,39.59318,4.089442
F[B-](F)(F)F.[Li+]<sep>6.929172<sep>CC1COC(=O)O1<sep>59.05024<sep>CCOC(=O)OCC<sep>34.02059<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,49.2,3.639955
F[B-](F)(F)F.[Li+]<sep>9.450597<sep>CC1COC(=O)O1<sep>66.07666<sep>CCOC(=O)OCC<sep>24.47274<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,49.2,3.683976
F[P-](F)(F)(F)(F)F.[Li+]<sep>3.11395<sep>CC1COC(=O)O1<sep>70.7007<sep>CCOC(=O)OCC<sep>26.18535<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,59.0,3.943544
[Li+].[O-][Cl+3]([O-])([O-])[O-]<sep>7.816259<sep>O=C1OCCO1<sep>70.35006<sep>COCCOCCOC<sep>21.83368<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,35.0,4.068853
F[P-](F)(F)(F)(F)F.[Li+]<sep>8.571156<sep>CC1COC(=O)O1<sep>91.42884<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,49.2,4.018435
O=S(=O)([O-])C(F)(F)F.[Li+]<sep>7.840401<sep>CC1COC(=O)O1<sep>92.1596<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-21.1341,2.372414
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>2.654034<sep>CC1COC(=O)O1<sep>97.34597<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,19.5,3.420312
F[P-](F)(F)(F)(F)F.[Li+]<sep>5.701139<sep>O=C1OCCO1<sep>28.09781<sep>CC1COC(=O)O1<sep>24.23718<sep>CCOC(=O)OC<sep>31.69043<sep>O=P(OCC(F)(F)F)(OCC(F)(F)F)OCC(F)(F)F<sep>10.27345<sep>O<sep>0<sep>,0.0,3.474938
F[P-](F)(F)(F)(F)F.[Li+]<sep>7.146113<sep>O=C1OCCO1<sep>21.18219<sep>CCOC(=O)OC<sep>71.6717<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-20.0,3.433351
F[P-](F)(F)(F)(F)F.[Li+]<sep>6.685172<sep>CC1COC(=O)O1<sep>50.05639<sep>CCOC(=O)OCC<sep>43.25844<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,9.7,3.727134
F[P-](F)(F)(F)(F)F.[Li+]<sep>7.44576<sep>O=C1OCCO1<sep>30.49198<sep>CC1COC(=O)O1<sep>26.30239<sep>CCOC(=O)OC<sep>34.39072<sep>O=P(OCC(F)(F)F)(OCC(F)(F)F)OCC(F)(F)F<sep>1.369155<sep>O<sep>0<sep>,60.0,4.184953
F[As-](F)(F)(F)(F)F.[Li+]<sep>3.960096<sep>CC1COC(=O)O1<sep>28.18757<sep>COCCOC<sep>67.85233<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-25.0,2.73448
F[P-](F)(F)(F)(F)F.[Li+]<sep>4.005679<sep>O=C1OCCO1<sep>29.96314<sep>CC1COC(=O)O1<sep>25.84622<sep>CCOC(=O)OC<sep>33.79427<sep>O=P(OCC(F)(F)F)(OCC(F)(F)F)OCC(F)(F)F<sep>6.390692<sep>O<sep>0<sep>,-30.0,3.083777
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>4.554946<sep>CC1COC(=O)O1<sep>53.84858<sep>C1COCCO1<sep>41.59647<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,59.0,4.075215
O=S(=O)([O-])C(F)(F)F.[Li+]<sep>4.935158<sep>COCCOC<sep>95.06484<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-49.7091,3.013812
F[B-](F)(F)F.[Li+]<sep>8.335342<sep>CC1COC(=O)O1<sep>58.15807<sep>CCOC(=O)OCC<sep>33.50658<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,59.0,3.690755
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>2.62494<sep>CC1COC(=O)O1<sep>88.84411<sep>CCOC(=O)OCC<sep>8.530952<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-29.5,2.606988
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>7.840401<sep>CC1COC(=O)O1<sep>92.1596<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,52.1758,3.8
F[P-](F)(F)(F)(F)F.[Li+]<sep>15.81354<sep>CC1COC(=O)O1<sep>45.1597<sep>CCOC(=O)OCC<sep>39.02676<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,19.5,3.643604
F[B-](F)(F)F.[Li+]<sep>8.699505<sep>CC1COC(=O)O1<sep>48.97585<sep>CCOC(=O)OCC<sep>42.32465<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,19.5,3.382299
F[P-](F)(F)(F)(F)F.[Li+]<sep>8.324077<sep>O=C1OCCO1<sep>25.75729<sep>CC1COC(=O)O1<sep>22.21825<sep>CCOC(=O)OC<sep>29.05066<sep>O=P(OCC(F)(F)F)(OCC(F)(F)F)OCC(F)(F)F<sep>14.64972<sep>O<sep>0<sep>,20.0,3.654539
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>0.598884<sep>CC1COC(=O)O1<sep>99.40112<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,9.7,2.824417
F[P-](F)(F)(F)(F)F.[Li+]<sep>4.365554<sep>O=C1OCCO1<sep>21.8165<sep>CCOC(=O)OC<sep>73.81795<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-40.0,3.052162
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>8.540334<sep>O=C1OCCO1<sep>49.10322<sep>CC1COC(=O)O1<sep>42.35645<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-19.8,2.521659
F[P-](F)(F)(F)(F)F.[Li+]<sep>7.650353<sep>CC1COC(=O)O1<sep>67.39035<sep>CCOC(=O)OCC<sep>24.9593<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-39.4,2.752586
F[As-](F)(F)(F)(F)F.[Li+]<sep>6.470051<sep>O=C1OCCO1<sep>7.279193<sep>CC1COC(=O)O1<sep>5.703891<sep>CC1CCCO1<sep>9.622373<sep>ClCCl<sep>70.92449<sep>O<sep>0<sep>,-30.0,3.563481
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>5.224848<sep>CC1COC(=O)O1<sep>25.58967<sep>C1COCCO1<sep>69.18548<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,49.2,4.121044
F[B-](F)(F)F.[Li+]<sep>5.030067<sep>CC1COC(=O)O1<sep>86.64969<sep>CCOC(=O)OCC<sep>8.320241<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-40.0,2.572771
F[B-](F)(F)F.[Li+]<sep>4.470596<sep>CC1COC(=O)O1<sep>41.6016<sep>CCOC(=O)OCC<sep>53.9278<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-39.4,2.57449
F[B-](F)(F)F.[Li+]<sep>6.663062<sep>CC1COC(=O)O1<sep>59.21908<sep>CCOC(=O)OCC<sep>34.11786<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,39.3,3.57871
F[P-](F)(F)(F)(F)F.[Li+]<sep>17.072568701662<sep>O=c1occo1<sep>27.32433766661181<sep>O=C1OCCO1<sep>18.63584005265756<sep>CCOC(=O)OC<sep>36.96725357906862<sep>O<sep>0.0<sep>O<sep>0<sep>,40.0,3.932396
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>9.441995<sep>O=C1OCCO1<sep>57.49471<sep>CC1COC(=O)O1<sep>33.0633<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-19.8,2.246672
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>0.785439<sep>CC1COC(=O)O1<sep>62.94823<sep>CCOC(=O)OCC<sep>36.26633<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-19.8,2.748188
F[As-](F)(F)(F)(F)F.[Li+]<sep>6.807159<sep>O=C1OCCO1<sep>17.86974<sep>CC1COC(=O)O1<sep>14.00252<sep>ClCCl<sep>31.97994<sep>C1CCOC1<sep>29.34063<sep>O<sep>0<sep>,-10.0,3.950851
F[B-](F)(F)F.[Li+]<sep>4.594073<sep>CC1COC(=O)O1<sep>95.40593<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,39.3,2.495492
F[P-](F)(F)(F)(F)F.[Li+]<sep>4.059755<sep>O=C1OCCO1<sep>32.08209<sep>CC1COC(=O)O1<sep>27.67402<sep>CCOC(=O)OC<sep>36.18414<sep>O<sep>0.0<sep>O<sep>0<sep>,-30.0,3.217961
F[P-](F)(F)(F)(F)F.[Li+]<sep>10.6427<sep>O=C1OCCO1<sep>29.88077<sep>CC1COC(=O)O1<sep>25.77516<sep>CCOC(=O)OC<sep>33.70137<sep>O<sep>0.0<sep>O<sep>0<sep>,-30.0,2.892483
F[As-](F)(F)(F)(F)F.[Li+]<sep>10.25531<sep>O=C1OCCO1<sep>19.22973<sep>CC1COC(=O)O1<sep>15.06819<sep>CC1CCCO1<sep>25.4198<sep>COCC(C)OC(C)COC<sep>30.02696<sep>O<sep>0<sep>,40.0,4.108565
F[B-](F)(F)F.[Li+]<sep>2.16981<sep>CC1COC(=O)O1<sep>32.43219<sep>CCOC(=O)OCC<sep>65.398<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,49.2,3.081395
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>0.914281<sep>CC1COC(=O)O1<sep>43.15032<sep>CCOC(=O)OCC<sep>55.9354<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,29.4,3.260022
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>5.212277<sep>CC1COC(=O)O1<sep>34.61857<sep>C1COCCO1<sep>60.16915<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,29.4,3.460964
F[B-](F)(F)F.[Li+]<sep>16.36825<sep>CC1COC(=O)O1<sep>68.77336<sep>CCOC(=O)OCC<sep>14.85839<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-0.2,2.748658
F[B-](F)(F)OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F.[Li+]<sep>3.987484<sep>COCCOC<sep>96.01252<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-40.1722,3.267635
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>4.963769<sep>CC#N<sep>95.03623<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,0.810573,4.206897
F[P-](F)(F)(F)(F)F.[Li+]<sep>15.20644<sep>O=C1OCCO1<sep>17.26788<sep>COC(=O)OC<sep>67.52567<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,10.0,3.843855
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>5.828572<sep>CC1COC(=O)O1<sep>59.74853<sep>CCOC(=O)OCC<sep>34.42289<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,9.7,3.519231
F[P-](F)(F)(F)(F)F.[Li+]<sep>17.83039<sep>CC1COC(=O)O1<sep>27.24047<sep>CCOC(=O)OCC<sep>54.92914<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,9.7,3.449787
F[As-](F)(F)(F)(F)F.[Li+]<sep>10.39116<sep>COCCOC<sep>15.01219<sep>O=S1(=O)CCCC1<sep>54.47641<sep>COCCOCCOCCOC<sep>20.12023<sep>O<sep>0.0<sep>O<sep>0<sep>,-30.0,2.477121
F[P-](F)(F)(F)(F)F.[Li+]<sep>15.76576576576577<sep>O=c1occo1<sep>26.88760188760189<sep>O=C1OCCO1<sep>36.55083655083654<sep>CCOC(=O)OC<sep>20.7957957957958<sep>O<sep>0.0<sep>O<sep>0<sep>,30.0,3.762824999999999
F[B-](F)(F)OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F.[Li+]<sep>0.675993<sep>CC1COC(=O)O1<sep>99.32401<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,41.33526,3.039974
F[P-](F)(F)(F)(F)F.[Li+]<sep>7.695453<sep>CC1COC(=O)O1<sep>40.19723<sep>CCOC(=O)OCC<sep>52.10732<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-29.5,3.172311
F[P-](F)(F)(F)(F)F.[Li+]<sep>8.480975<sep>CC1COC(=O)O1<sep>83.50111<sep>CCOC(=O)OCC<sep>8.01791<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-19.8,3.075547
F[As-](F)(F)(F)(F)F.[Li+]<sep>13.00591<sep>O=C1OCCO1<sep>48.77475<sep>CC1COC(=O)O1<sep>38.21933<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-20.0,1.845098
F[P-](F)(F)(F)(F)F.[Li+]<sep>7.898273<sep>CC1COC(=O)O1<sep>30.53312<sep>CCOC(=O)OCC<sep>61.56861<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-0.2,3.581106
F[B-](F)(F)F.[Li+]<sep>4.531162<sep>CC1COC(=O)O1<sep>60.5717<sep>CCOC(=O)OCC<sep>34.89714<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-39.4,2.60206
F[P-](F)(F)(F)(F)F.[Li+]<sep>3.74152<sep>CC1COC(=O)O1<sep>79.15677<sep>CCOC(=O)OCC<sep>17.10171<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,39.3,3.879039
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>7.840401<sep>CC1COC(=O)O1<sep>92.1596<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-1.54995,2.944828
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+]<sep>3.429525<sep>CS(C)=O<sep>96.57048<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,89.79896,4.165132
F[P-](F)(F)(F)(F)F.[Li+]<sep>17.37369<sep>CC1COC(=O)O1<sep>44.3228<sep>CCOC(=O)OCC<sep>38.30351<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-19.8,2.660486
F[B-](F)(F)F.[Li+]<sep>12.16138<sep>CC1COC(=O)O1<sep>72.23283<sep>CCOC(=O)OCC<sep>15.6058<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,59.0,3.720786
F[P-](F)(F)(F)(F)F.[Li+]<sep>10.28854<sep>CC1COC(=O)O1<sep>65.46519<sep>CCOC(=O)OCC<sep>24.24628<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-10.0,3.355585
F[P-](F)(F)(F)(F)F.[Li+]<sep>4.505497<sep>CC1COC(=O)O1<sep>78.52853<sep>CCOC(=O)OCC<sep>16.96598<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-10.0,3.410946
F[P-](F)(F)(F)(F)F.[Li+]<sep>7.329558<sep>CC1COC(=O)O1<sep>76.2062<sep>CCOC(=O)OCC<sep>16.46424<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,9.7,3.694078
F[B-](F)(F)F.[Li+]<sep>9.228563<sep>CC1COC(=O)O1<sep>82.81902<sep>CCOC(=O)OCC<sep>7.952414<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,20.0,3.473393
F[As-](F)(F)(F)(F)F.[Li+]<sep>6.79939<sep>CC1COC(=O)O1<sep>39.96154<sep>ClCCl<sep>53.23907<sep>O<sep>0.0<sep>O<sep>0.0<sep>O<sep>0<sep>,-50.0,3.214844
